identificador	nome	miniatura	tiporecurso	resumo	disciplina	ano	descritores	OS	navegadores	programas	linkdown	visualizar	tema	origem	autores	idioma	data
262	Alturas inacessíveis	recursos/img/Desktop/Matematica/9/alturasinacessiveis.png	Exercício e prática.	O recurso “Alturas inacessíveis” trabalha com o conceito de proporcionalidade, bem como com a semelhança de triângulos. Por meio de cálculos simples, o recurso possibilita a verificação de alturas inacessíveis.	Matematica	9	DMII7; DMII26; DMII29	windows; linux		flash	recursos/recurso/Matematica/9/alturasinacessiveis.zip	recursos/recurso/Matematica/9/alturasinacessiveis.swf	Proporção. Triângulos. Altura.	Rede Interativa Virtual de Educação (RIVED).	Rede Interativa Virtual de Educação (RIVED).	Português.	Desconhecida.
264	Desvendando a Senha - Resolvendo Equações	recursos/img/Desktop/Matematica/9/Desvendando_Senha_Resolvendo_Equacoes.png	Exercício e prática.	O recurso “Desvendando a Senha - Resolvendo Equações” trabalha com a escrita e a resolução de equações do 2º grau, a partir de exercícios gamificados.	Matematica	9	DMII30; DMII31; DMII33; DMII34	windows; linux		flash	recursos/recurso/Matematica/9/Desvendando_Senha_Resolvendo_Equacoes.zip	recursos/recurso/Matematica/9/Desvendando_Senha_Resolvendo_Equacoes.swf	Equações de 2º grau.	Portal do Professor.	Desconhecida.	Português.	Desconhecida.
265	Trajetória - Representação Gráfica	recursos/img/Desktop/Matematica/9/Trajetoria_RepresentacaoGrafica.png	Exercício e prática.	O recurso "Trajetória - Representação Gráfica" trabalha, por meio da resolução de atividades, com a interpretação de informações apresentadas em tabelas e/ou gráficos.	Matematica	9	DMII36	windows; linux		flash	recursos/recurso/Matematica/9/Trajetoria_RepresentacaoGrafica.zip	recursos/recurso/Matematica/9/Trajetoria_RepresentacaoGrafica.swf	Representação gráfica.	Portal do Professor.	Desconhecida.	Português.	Desconhecida.
266	Desafio Empresarial	recursos/img/Desktop/Matematica/9/desafioempresarial.png	Exercício e prática.	O recurso “Desafio Empresarial” trabalha, por meio de animações e exercícios, com o cálculo da distância entre dois pontos, a partir de suas coordenadas.	Matematica	9	DMII35; DMII36	windows; linux		flash	recursos/recurso/Matematica/9/desafioEmpresarial_arquivos.zip	recursos/recurso/Matematica/9/desafioEmpresarial_arquivos/desafioEmpresarial.swf	Coordenadas cartesianas.	Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Português.	Desconhecida.
267	Coordenadas	recursos/img/Desktop/Matematica/9/Coordenadas_de_un_ puntoDelPlano.png	Exercício e prática.	O recurso “Coordenadas” apresenta um sistema de coordenadas em um plano, por meio de diferentes exercícios. O recurso, assim, busca auxiliar na compreensão de aspectos relacionados à Geometria Analítica.	Matematica	9	DMII9	windows; linux		flash	recursos/recurso/Matematica/9/Coordenadas_de_un_puntoDelPlano.zip	recursos/recurso/Matematica/9/Coordenadas_de_un_puntoDelPlano.swf	Geometria Analítica.	Portal do Professor.	Roger Rey, Fernando Romero.	Espanhol.	Desconhecida.
268	Construção de triângulos a partir dos comprimentos laterais	recursos/img/Desktop/Matematica/9/Construcaoo_de_triangulos_a_partir_dos_ comprimentos_laterais.png	Simulação.	O recurso “Construção de triângulos a partir dos comprimentos laterais” trabalha com a criação de um triângulo, a partir dos comprimentos laterais apresentados.	Matematica	9	DMII3	windows; linux		flash	recursos/recurso/Matematica/9/Construcaoo_de_triangulos_a_partir_dos_ comprimentos_laterais.zip	recursos/recurso/Matematica/9/Construcaoo_de_triangulos_a_partir_dos_ comprimentos_laterais.swf	Triângulos.	Portal do Professor.	Carmen Candioti Lopez Pujato, Manuel Gertrudix Barrio, Miguel Angel de la Fuente Lopez.	Espanhol.	2010.
269	Grande Prêmio Funcional	recursos/img/Desktop/Matematica/9/GrandePremioFuncional.png	Exercício e prática.	O recurso “Grande Prêmio Funcional” apresenta gráficos referentes à uma função de 1° grau, bem como os seus coeficientes que, nas atividades, são crescente ou decrescente.	Matematica	9	DMII35	windows; linux		flash	recursos/recurso/Matematica/9/GrandePremioFuncional.zip	recursos/recurso/Matematica/9/GrandePremioFuncional.swf	Função do 1º grau.	Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA), Rede Interativa Virtual de Educação (RIVED).	Português.	Desconhecida.
270	Demonstração da área do círculo	recursos/img/Desktop/Matematica/9/Demonstracao_da_area_do_circulo.png	Animação.	O recurso “Demonstração da área do círculo” apresenta, por meio de uma animação, o valor da área de um círculo.	Matematica	9	DMII11	windows; linux		flash	recursos/recurso/Matematica/9/Demonstracao_da_area_do_circulo.zip	recursos/recurso/Matematica/9/Demonstracao_da_area_do_circulo.swf	Área da circunferência.	Portal do Professor.	Laboratório Didático Virtual.	Português.	Desconhecida.
271	Canhão, Ângulo e Fogo	recursos/img/Desktop/Matematica/9/Canhao_angulo_fogo.png	Simulação.	O recurso “Canhão, Ângulo e Fogo” trabalha, por meio de simulações, com estimativas de velocidade e ângulos para o acerto do alvo.	Matematica	9	DMII6	windows; linux		flash	recursos/recurso/Matematica/9/Canhao_angulo_fogo.zip	recursos/recurso/Matematica/9/Canhao_angulo_fogo.swf	Velocidade angular.	Portal do Professor.	Serge Mikhailov.	Inglês.	2008.
272	Chico na Ilha dos Jurubebas - A festa das letras	recursos/img/Desktop/Portugues/2/chiconailhadosjurubebasafestadasletras.png	Vídeo.	O recurso “Chico na Ilha dos Jurubebas - A festa das letras” é um vídeo interativo que tem como ambiente uma ilha com várias personagens. Esse recurso busca trabalhar a importância da leitura e da escrita.	Portugues	2	DPI3; DPI4; DPI5; DPI9	windows; linux		vlc; wmp; celulloid	recursos/recurso/Portugues/2/chiconailhadosjurubebasafestadasletras.zip	recursos/recurso/Portugues/2/chiconailhadosjurubebasafestadasletras.zip	Leitura. Escrita. Letras.	TV Escola /  Ministério da Educação (MEC).	TV Escola, Cara de Cão Filmes.	Português.	2014.
273	Achado	recursos/img/Desktop/Portugues/3/achado.png	Vídeo.	O recurso "Achado" utiliza o teatro de bonecos para ensinar a grafia correta de algumas palavras grafadas com ‘-x’ e com ‘-ch’, por meio de exemplos que surgem ao longo da narrativa.	Portugues	3	DPI1; DPII19	windows; linux		vlc; wmp; celulloid	recursos/recurso/Portugues/3/achadoortoegrafia.zip	recursos/recurso/Portugues/3/achadoortoegrafia.zip	Pronúncia. Grafia. Palavras com ‘-x’ e ‘-ch’.	Portal do Professor.	Ministério da Educação (MEC).	Português.	2008.
274	É o Bicho 2.0	recursos/img/Desktop/Matematica/3/eobicho2.png	Jogo.	O recurso “É o Bicho 2.0” propõe atividades que envolvem adição, subtração, maior e menor que, localização e movimentação de objetos, bem como a construção e a interpretação de gráficos. Além disso, o recurso trabalha com noções de antecessor e sucessor e números múltiplos, em meio às diferentes atividades trabalhadas.	Matematica	3	DMI1; DMI17; DMI28	windows; linux	chrome; firefox; edge		recursos/recurso/Matematica/3/eobicho2.zip	recursos/recurso/Matematica/3/eobicho2.zip	Adição. Subtração. Antecessor e sucessor. Maior e menor que. Gráficos.	Plataforma MEC de Recursos Educacionais Digitais (RED) / Grupo de Pesquisa e Produção de Ambientes Interativos e Objetos de Aprendizagem (PROATIVA).	Juscileide Braga de Castro, Maria de Fátima Costa de Souza, Marcia Duarte Medeiros, Lídya de Lima Monteiro, Joyce da Silva Sousa, José Aires de Castro Filho Holanda, Eduardo Ferreira, Nádia Lopes, Natália Prata, Alexandre da Silva, Iuri Garcia, Mario Silva, Nathan Serra, Diego Linhares.	Português.	2019.
